bookid,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,myrating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,dateread,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
138269,Catch Me If You Can: The True Story of a Real Fake,Frank W. Abagnale,"Abagnale, Frank W.",Stan Redding,1840187166,9781840187168,4,4.03,Mainstream Publishing,Paperback,224,2003,1980,2017/05/22,2016/08/15,,,read,,,,1,,,0,,,,,
25017,"Krakatoa: The Day the World Exploded: August 27, 1883",Simon Winchester,"Winchester, Simon",,0060838590,9780060838591,3,3.88,Harper Perennial,Paperback,464,2005,2003,2017/05/21,2017/01/02,,,read,,,,1,,,0,,,,,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,,,5,4.37,Random House,Paperback,208,2016,2016,2017/05/20,2017/03/04,,,read,,,,1,,,0,,,,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"Obama, Barack",,0307237699,9780307237699,5,3.80,Crown Publishers,Hardcover,375,2006,2006,,2017/05/19,,,read,,,,1,,,0,,,,,
36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,1594489254,9781594489259,0,3.88,Riverhead Books,Hardcover,299,2006,2006,,2017/05/19,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,0465030785,9780465030781,0,3.95,Basic Books (AZ),Hardcover,412,2007,2007,,2017/05/18,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
102920,Understanding Comics: The Invisible Art,Scott McCloud,"McCloud, Scott",,,,5,3.99,William Morrow Paperbacks,Paperback,215,1993,1993,2017/05/18,2015/05/31,,,read,,,,1,,,0,,,,,
440463,The Gutenberg Galaxy: The Making of Typographic Man,Marshall McLuhan,"McLuhan, Marshall",,0802060412,9780802060419,0,4.14,University of Toronto Press,Paperback,294,1962,1962,,2017/05/18,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
25955,The Medium is the Massage,Marshall McLuhan,"McLuhan, Marshall","Quentin Fiore, Jerome Agel",1584230703,9781584230700,0,3.96,Gingko Press,Paperback,160,2001,1967,,2017/05/18,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Amazing Améziane, Marcelo Pen, Golo Mann, Harald Sachse, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer",,,5,4.19,New American Library,Mass Market Paperback,328,1950,1949,2017/05/15,2013/07/27,,,read,,,,1,,,0,,,,,
126274,Understanding Media: The Extensions of Man,Marshall McLuhan,"McLuhan, Marshall",Lewis H. Lapham,0262631598,9780262631594,0,4.10,The MIT Press,Paperback,392,1994,1964,,2017/04/26,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
4138,Naked,David Sedaris,"Sedaris, David",,,,4,4.08,Back Bay Books,Paperback,304,1998,1997,2017/04/13,2017/04/13,,,read,,,,1,,,0,,,,,
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",จารุจรรย์ คงมีสุข,1443442313,9781443442312,3,4.07,Collins,Hardcover,277,2016,2016,2017/04/10,2017/04/09,,,read,,,,1,,,0,,,,,
1852,The Call of the Wild,Jack London,"London, Jack",Avi,0439227143,9780439227148,2,3.89,Scholastic,Mass Market Paperback,172,2001,1903,2017/04/08,2017/01/02,,,read,,,,1,,,0,,,,,
6519311,The National Parks: America's Best Idea,Dayton Duncan,"Duncan, Dayton",Ken Burns,0307268969,9780307268969,4,4.34,Knopf,Hardcover,432,2009,2009,2017/04/07,2017/01/02,,,read,,,,1,,,0,,,,,
25810398,The Association of Small Bombs,Karan Mahajan,"Mahajan, Karan",,0525429638,9780525429630,2,3.57,Viking,Hardcover,288,2016,2016,2017/04/04,2017/03/30,,,read,,,,1,,,0,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,,,2,3.84,Bantam Classics,Paperback,201,1972,1915,,2013/07/27,,,read,,,,1,,,0,,,,,
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,0439244196,9780439244190,5,3.98,Scholastic,Paperback,233,2000,1998,,2017/04/04,,,read,,,,1,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,0802714625,9780802714626,3,3.95,Walker Books,Hardcover,184,2005,1995,2017/03/24,2017/03/04,,,read,,,,1,,,0,,,,,
641604,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,"Godin, Seth",,159184021X,9781591840213,4,3.77,Portfolio Hardcover,Hardcover,160,2003,2003,2017/03/14,2017/03/14,,,read,,,,1,,,0,,,,,
17288649,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,038534936X,9780385349369,3,3.99,Crown Business,Hardcover,288,2013,2013,2017/03/13,2013/11/20,,,read,,,,1,,,0,,,,,
15778,The Art of Looking Sideways,Alan Fletcher,"Fletcher, Alan",,0714834491,9780714834498,0,4.11,Phaidon Press,Hardcover,533,2001,2001,,2017/03/04,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
23128336,Alfred Hitchcock,Peter Ackroyd,"Ackroyd, Peter",,0701169931,9780701169930,4,3.62,Chatto  Windus,Hardcover,279,2015,2015,2017/02/06,2017/01/24,,,read,,,,1,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9781594633669,4,3.95,Riverhead Books,Hardcover,325,2015,2015,2017/01/18,2017/01/13,,,read,,,,1,,,0,,,,,
3028,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,Henry Hazlitt,"Hazlitt, Henry",,,,3,4.17,Three Rivers Press,Paperback,218,1979,1946,2017/01/13,2017/01/12,,,read,,,,1,,,0,,,,,
1821571,"Snakehead (Alex Rider, #7)",Anthony Horowitz,"Horowitz, Anthony",,1406309354,9781406309355,3,4.15,Walker Books Ltd,Hardcover,416,2007,2007,,2017/01/11,,,read,,,,1,,,0,,,,,
94319,"Ark Angel (Alex Rider, #6)",Anthony Horowitz,"Horowitz, Anthony",,0142407380,9780142407387,3,4.12,Speak,Paperback,352,2007,2005,,2017/01/11,,,read,,,,1,,,0,,,,,
542414,"Scorpia (Alex Rider, #5)",Anthony Horowitz,"Horowitz, Anthony",,0142405787,9780142405789,5,4.18,Puffin Books,Paperback,388,2006,2004,,2017/01/11,,,read,,,,1,,,0,,,,,
175004,"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,"Horowitz, Anthony",,0142406139,9780142406137,4,4.12,Speak,Paperback,352,2006,2003,,2017/01/11,,,read,,,,1,,,0,,,,,
103983,"Skeleton Key (Alex Rider, #3)",Anthony Horowitz,"Horowitz, Anthony",,0142406147,9780142406144,5,4.07,Puffin Books,Paperback,327,2006,2002,,2017/01/11,,,read,,,,1,,,0,,,,,
224500,"Point Blank (Alex Rider, #2)",Anthony Horowitz,"Horowitz, Anthony",,0142406120,9780142406120,5,4.11,Penguin Puffin,Paperback,274,2001,2001,,2017/01/11,,,read,,,,1,,,0,,,,,
136782,"Stormbreaker (Alex Rider, #1)",Anthony Horowitz,"Horowitz, Anthony",,014240165X,9780142401651,5,3.99,Speak,Paperback,256,2004,2000,,2017/01/11,,,read,,,,1,,,0,,,,,
29890867,World After Capital,Albert Wenger,"Wenger, Albert",,,,0,4.07,,,109,,,,2017/01/07,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
641601,Ogilvy on Advertising,David Ogilvy,"Ogilvy, David",,039472903X,9780394729039,0,4.14,Vintage,Paperback,224,1985,1983,,2017/01/07,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
13587130,Consider the Fork: A History of How We Cook and Eat,Bee Wilson,"Wilson, Bee",Annabel Lee,046502176X,9780465021765,4,3.84,Basic Books,Hardcover,327,2012,2012,2017/01/01,2016/08/11,,,read,,,,1,,,0,,,,,
1785102,The Communist Manifesto and Other Writings,Karl Marx,"Marx, Karl","Friedrich Engels, Martin Puchner",1593081006,9781593081003,2,3.65,Barnes  Noble Classics,Paperback,224,2005,,,2017/01/04,,,read,,,,1,,,0,,,,,
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Antonio Carlos Braga, Samuel Moore, Aldrin Alexander Evies",0140447571,9780140447576,2,3.61,Penguin Classics,Paperback,288,2002,1848,2017/01/03,2016/08/14,,,read,,,,1,,,0,,,,,
15798078,Decisive: How to Make Better Choices in Life and Work,Chip Heath,"Heath, Chip",Dan Heath,0307956393,9780307956392,0,3.94,Crown Business,Hardcover,336,2013,2013,,2017/01/02,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,"Brosh, Allie",,1451666179,9781451666175,0,4.15,Gallery Books,Paperback,371,2019,2013,,2017/01/02,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
13387168,Make Space: How to Set the Stage for Creative Collaboration,Scott Doorley,"Doorley, Scott","Scott Witthoft, David Kelley, Hasso Plattner Institute of Design at Stanford University",1118143728,9781118143728,0,4.13,Wiley,Paperback,272,2012,2011,,2013/11/20,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
25014,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,"Winchester, Simon",,0060931809,9780060931803,0,3.82,Perennial,Paperback,329,2002,2001,,2017/01/02,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
307330,Black Culture and Black Consciousness: Afro-American Folk Thought from Slavery to Freedom,Lawrence W. Levine,"Levine, Lawrence W.",,0195023749,9780195023749,4,4.19,Oxford University Press,Paperback,544,1978,1977,,2016/08/11,,,read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Κυριάκος Ντελόπουλος, Τζωρτζ Όργουελ, Celâl Üstüner, Peter Škerl",0452284244,9780452284241,4,3.97,NAL,Paperback,122,2003,1945,,2013/07/27,,,read,,,,1,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre",0399184414,9780399184413,0,3.97,Riverhead Books,Hardcover,81,2016,2014,,2017/01/02,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
356824,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,0060198818,9780060198817,0,4.39,Ecco,Hardcover,912,2007,2007,,2017/01/01,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
135758,Nexus: Small Worlds and the Groundbreaking Theory of Networks,Mark  Buchanan,"Buchanan, Mark",,0393324427,9780393324426,0,3.79,W. W. Norton  Company,Paperback,236,2003,2002,,2017/01/01,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
22580997,Citizen Scientist: Searching for Heroes and Hope in an Age of Extinction,Mary Ellen Hannibal,"Hannibal, Mary Ellen",,1615192433,9781615192434,0,3.66,The Experiment,Hardcover,432,2016,2016,,2017/01/01,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
29936134,Design Research Ethics,Ideo,"Ideo, Ideo",Jane Fulton Suri,0578163039,9780578163031,0,4.07,IDEO,Hardcover,55,2016,,,2017/01/01,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
18209493,Cover,Peter Mendelsund,"Mendelsund, Peter",,1576876675,9781576876671,0,4.41,powerHouse Books,Hardcover,304,2014,2014,,2017/01/01,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
60116,Reinventing Comics: How Imagination And Technology Are Revolutionizing An Art Form,Scott McCloud,"McCloud, Scott",,0060953500,9780060953508,0,3.89,William Morrow Paperbacks,Paperback,256,2000,2000,,2016/12/24,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,,,5,3.95,William Morrow Paperbacks,Paperback,349,2016,2016,2016/12/20,2016/10/31,,,read,,,,1,,,0,,,,,
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,0375508732,9780375508738,2,4.31,Random House,Hardcover,472,2002,1961,2016/09/29,2016/07/25,,,read,,,,1,,,0,,,,,
13707738,Boomerang: Travels in the New Third World,Michael   Lewis,"Lewis, Michael",,0393343448,9780393343441,3,3.90,W. W. Norton  Company,Paperback,218,2012,2011,2016/12/17,2016/08/11,,,read,,,,1,,,0,,,,,
6878443,Crash Course: The American Automobile Industry's Road from Glory to Disaster,Paul Ingrassia,"Ingrassia, Paul",,1400068630,9781400068630,4,3.90,Random House,Hardcover,320,2010,2009,2016/08/04,2016/07/31,,,read,,,,1,,,0,,,,,
28110891,Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,Joshua Foer,"Foer, Joshua","Dylan Thuras, Ella Morton, Maciej Potulny",0761169083,9780761169086,0,4.26,Workman Publishing Company,Hardcover,470,2016,2016,,2016/12/16,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
27533,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus,"Yunus, Muhammad",Alan Jolis,1586481983,9781586481988,5,4.11,PublicAffairs,Paperback,289,2003,1991,2016/12/08,2016/09/26,,,read,,,,1,,,0,,,,,
25667449,The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,"Laing, Olivia",,1250039576,9781250039576,2,3.91,Picador,Hardcover,336,2016,2016,2016/12/07,2016/10/31,,,read,,,,1,,,0,,,,,
8701960,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,0375423729,9780375423727,5,4.02,Knopf Doubleday Publishing Group,Hardcover,527,2011,2011,2016/12/03,2016/08/14,,,read,,,,1,,,0,,,,,
22237142,A Burglar's Guide to the City,Geoff Manaugh,"Manaugh, Geoff",,0374117268,9780374117269,5,3.34,FSG Originals,Paperback,296,2016,2015,2016/11/21,2016/08/14,,,read,,,,1,,,0,,,,,
24213,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner",0451527747,9780451527745,4,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2016/08/14,,,read,,,,1,,,0,,,,,
25855506,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,"Andersen, Sarah",,1449474195,9781449474195,0,4.12,Andrews McMeel Publishing,Paperback,112,2016,2016,,2016/10/31,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
26030711,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nathalia Holt,"Holt, Nathalia",,0316338923,9780316338929,0,3.88,"Little, Brown and Company",Hardcover,338,2016,2016,,2016/10/31,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
12283402,"Brand Bible: The Complete Guide to Building, Designing, and Sustaining Brands",Debbie Millman,"Millman, Debbie",,159253726X,9781592537266,0,3.99,Rockport Publishers,Paperback,312,2012,2012,,2016/10/27,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
1067,1776,David McCullough,"McCullough, David",,0743226720,9780743226721,2,4.07,Simon  Schuster,Paperback,386,2006,2005,2016/10/27,2016/08/14,,,read,,,,1,,,0,,,,,
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?,Beverly Daniel Tatum,"Tatum, Beverly Daniel",,0465083617,9780465083619,0,4.32,Basic Books,Paperback,464,2017,1997,,2016/10/22,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
36529,Narrative of the Life of Frederick Douglass,Frederick Douglass,"Douglass, Frederick",,1580495761,9781580495769,4,4.07,Ingram,Paperback,158,2004,1845,2016/10/20,2016/08/14,,,read,,,,1,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,0061122416,9780061122415,5,3.89,HarperCollins,Paperback,197,1993,1988,2016/10/18,2016/08/14,,,read,,,,1,,,0,,,,,
6260997,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,Nicholas D. Kristof,"Kristof, Nicholas D.",Sheryl WuDunn,0307267148,9780307267146,5,4.28,Knopf Publishing Group,Hardcover,294,2009,2008,2016/10/14,2016/09/26,,,read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,,,5,4.40,Vintage,Paperback,512,2015,2011,2016/10/07,2016/09/29,,,read,,,,1,,,0,,,,,
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas","David Chandler, Микола Климчук",,,0,3.95,Random House ,Hardcover,366,2007,2007,,2016/10/01,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
18222843,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,"Miodownik, Mark",,0544236041,9780544236042,5,4.10,Houghton Mifflin Harcourt,Hardcover,272,2014,2013,2016/09/29,2016/08/14,,,read,,,,1,,,0,,,,,
12605157,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,"Guillebeau, Chris",,0307951529,9780307951526,1,3.86,Crown Business,Hardcover,268,2012,2012,2016/08/19,2016/08/15,,,read,,,,1,,,0,,,,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,1400069289,9781400069286,5,4.12,Random House,Hardcover,375,2012,2012,2016/08/13,2016/08/13,,,read,,,,1,,,0,,,,,
22609391,The Wright Brothers,David McCullough,"McCullough, David",,,,5,4.13,Simon & Schuster,Hardcover,320,2015,2015,2016/07/26,2016/07/26,,,read,,,,1,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,076790818X,9780767908184,5,4.20,Crown Publishing Group (NY),Paperback,544,2004,2003,2016/07/25,2016/07/25,,,read,,,,1,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,5,4.24,Crown Publishers,Hardcover,374,2011,2011,2016/07/02,2016/07/02,,,read,,,,1,,,0,,,,,
17606014,"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind",Jocelyn K. Glei,"Glei, Jocelyn K.",Scott Belsky,1477800670,9781477800676,1,3.90,Amazone,Paperback,248,2013,2013,2016/07/21,2016/07/21,,,read,,,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,0385732554,9780385732550,3,4.13,Ember,Paperback,208,2006,1993,2016/08/14,2016/08/14,,,read,,,,1,,,0,,,,,
6326920,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal",Ben Mezrich,"Mezrich, Ben",,0385529376,9780385529372,4,3.55,Doubleday,Hardcover,255,2009,2009,2016/07/24,2016/07/24,,,read,,,,1,,,0,,,,,
6701289,"Type: A Visual History of Typefaces and Graphic Styles (Volume 1, 1628-1900)",Cees W. de Jong,"Jong, Cees W. de","Alston W. Purvis, Jan Tholenaar",3836511010,9783836511018,0,4.37,Taschen,Hardcover,360,2009,2009,,2016/09/26,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
390157,The Making of Urban Japan: Cities and Planning from Edo to the Twenty First Century,André Sorensen,"Sorensen, André",,0415354226,9780415354226,0,4.10,Routledge,Paperback,404,2004,2000,,2016/08/21,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
3828382,Tribes: We Need You to Lead Us,Seth Godin,"Godin, Seth",,1591842336,9781591842330,2,3.81,Portfolio,Hardcover,151,2008,2008,2016/07/07,2016/07/07,,,read,,,,1,,,0,,,,,
6419887,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,"Kamkwamba, William",Bryan Mealer,0061730327,9780061730320,5,4.05,William Morrow,Hardcover,270,2009,2009,2016/08/20,2016/08/19,,,read,,,,1,,,0,,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,,,4,3.95,Reagan Arthur Books,Kindle Edition,283,2011,2011,2016/08/19,2016/08/09,,,read,,,,1,,,0,,,,,
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke",0517223627,9780517223628,4,4.03,Gramercy Books,Hardcover,92,2004,1865,2016/08/19,2016/08/14,,,read,,,,1,,,0,,,,,
178629,Benito Cereno,Herman Melville,"Melville, Herman",Wyn Kelley,031245242X,9780312452421,5,3.57,Bedford/St. Martin's,Paperback,160,2006,1855,,2013/08/12,,,read,,,,1,,,0,,,,,
23398715,"How Music Got Free: The End of an Industry, the Turn of the Century, and the Patient Zero of Piracy",Stephen Richard Witt,"Witt, Stephen Richard",,0525426612,9780525426615,4,4.23,Viking,Hardcover,296,2015,2015,2016/08/18,2016/08/14,,,read,,,,1,,,0,,,,,
23453112,Modern Romance,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,1594206279,9781594206276,5,3.81,Penguin Press,Hardcover,279,2015,2015,2016/08/18,2016/08/14,,,read,,,,1,,,0,,,,,
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,0307279464,9780307279460,2,4.06,Anchor Books,Mass Market Paperback,397,2006,1998,2016/08/18,2016/08/14,,,read,,,,1,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar",0316010669,9780316010665,2,3.95,Back Bay Books,Paperback,296,2007,2005,2016/08/17,2016/07/27,,,read,,,,1,,,0,,,,,
18553,"The Cay (The Cay, #1)",Theodore Taylor,"Taylor, Theodore",,044022912X,9780440229124,3,3.78,Laurel Leaf,Paperback,156,2003,1969,,2016/08/17,,,read,,,,1,,,0,,,,,
174354,Over the Edge of the World: Magellan's Terrifying Circumnavigation of the Globe,Laurence Bergreen,"Bergreen, Laurence",,006093638X,9780060936389,0,4.13,William Morrow Paperbacks,Paperback,438,2004,2003,,2016/08/15,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
24515,The Expression of the Emotions in Man and Animals,Charles Darwin,"Darwin, Charles",,1428023135,9781428023130,0,4.01,IndyPublish.com,Hardcover,252,2006,1872,,2016/08/15,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
5308,The Pearl,John Steinbeck,"Steinbeck, John",,0142000698,9780142000694,2,3.50,Penguin Books,Paperback,96,2002,1945,,2016/08/15,,,read,,,,1,,,0,,,,,
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",Aníbal Fernandes,1892295490,9781892295491,0,3.43,Green Integer,Paperback,188,2003,1899,,2016/08/15,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,,,0,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2016/08/15,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
27404461,Tales from the Loop,Simon Stålenhag,"Stålenhag, Simon",,,9789187222214,5,4.39,Free League Publishing,Hardcover,128,2015,2014,2016/01/01,2016/08/14,,,read,,,,1,,,0,,,,,
5075846,"My Escape from Slavery, and Reconstruction",Frederick Douglass,"Douglass, Frederick",,,,4,4.14,,Kindle Edition,,,2001,2016/08/15,2016/08/15,,,read,,,,1,,,0,,,,,
30120,Falling Up,Shel Silverstein,"Silverstein, Shel",,0060513098,9780060513092,5,4.34,HarperCollins Publishers,Unknown Binding,178,1996,1996,,2016/08/15,,,read,,,,1,,,0,,,,,
30118,A Light in the Attic,Shel Silverstein,"Silverstein, Shel",,0060513063,9780060513061,5,4.34,Harpercollins Childrens Books,Hardcover,176,2002,1981,,2016/08/15,,,read,,,,1,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,0060513039,9780060513030,5,4.31,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2016/08/15,,,read,,,,1,,,0,,,,,
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,0060256656,9780060256654,5,4.37,HarperCollins Publishers,Hardcover,64,1964,1964,,2016/08/15,,,read,,,,1,,,0,,,,,
51715,Mythologies,Roland Barthes,"Barthes, Roland",Annette Lavers,0374521506,9780374521509,3,4.09,Hill and Wang,Paperback,160,1972,1957,2014/05/25,2014/01/28,,,read,,,,1,,,2,,,unspecified,,
1772709,Cognition,Margaret W. Matlin,"Matlin, Margaret W.",,0471450073,9780471450078,4,3.76,Wiley,Hardcover,,2004,1983,,2016/08/14,,,read,,,,1,,,0,,,,,
31931,Theory and Reality: An Introduction to the Philosophy of Science,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,0226300633,9780226300634,3,3.93,University of Chicago Press,Paperback,288,2003,2003,,2016/08/14,,,read,,,,1,,,0,,,,,
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,0226458083,9780226458083,4,4.02,University of Chicago Press,Paperback,226,1996,1962,,2013/07/27,,,read,,,,1,,,0,,,,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez",0937832383,9780937832387,0,3.83,Dante University of America Press,Paperback,140,2003,1532,,2016/08/14,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",,0451528522,9780451528520,3,3.64,Signet Classics,Paperback,192,2002,1897,,2013/07/27,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,0375759239,9780375759239,5,3.83,Modern Library,Paperback,192,2002,1897,,2013/07/27,,,read,,,,1,,,0,,,,,
31094296,Things from the Flood,Simon Stålenhag,"Stålenhag, Simon",,,9789187222290,0,4.42,Free League Publishing,Hardcover,130,2016,2016,,2016/08/14,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
17265597,The Antler Boy and Other Stories,Jake Parker,"Parker, Jake",,,9780615697109,0,3.86,Jake Parker,Hardcover,160,2012,2012,,2016/08/14,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
44735,The Elements of Typographic Style,Robert Bringhurst,"Bringhurst, Robert",,0881792063,9780881792065,0,4.25,Hartley & Marks Publishers,Paperback,352,2004,1992,,2016/08/14,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
13017981,The Shape of Design,Frank Chimero,"Chimero, Frank",,,,0,3.89,,,,,2012,,2016/08/14,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
8295595,Living with Complexity,Donald A. Norman,"Norman, Donald A.",,0262014866,9780262014861,0,3.83,The MIT Press,Hardcover,298,2010,2010,,2016/08/14,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,"Norman, Donald A.",,0465051367,9780465051366,0,3.95,Basic Books,Paperback,272,2005,2003,,2016/08/14,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
11356786,Symbol,Angus Hyland,"Hyland, Angus",Steven Bateman,1856697274,9781856697279,5,4.36,Laurence King Publishing,Paperback,336,2011,2011,,2016/08/14,,,read,,,,1,,,0,,,,,
18197267,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability",Steve Krug,"Krug, Steve",,0321965515,9780321965516,0,4.24,New Riders Publishing,Paperback,200,2013,2000,,2016/08/14,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
