bookid,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,myrating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,dateread,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
52668915,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,"Sheldrake, Merlin",,0525510311,9780525510314,4,4.39,Random House,Hardcover,366,2020,2020,2021/02/01,2020/10/29,,,read,,,,1,,,0,,,,,
52220686,"Stamped: Racism, Antiracism, and You",Jason  Reynolds,"Reynolds, Jason",Ibram X. Kendi,0316453692,9780316453691,0,4.49,"Little, Brown Books for Young Readers",Hardcover,294,2020,2020,,2021/01/22,to-read,to-read (#378),to-read,,,,0,,,0,,,,,
16248618,Harvesting the Biosphere: What We Have Taken from Nature,Vaclav Smil,"Smil, Vaclav",,026201856X,9780262018562,0,3.71,MIT Press,Hardcover,320,2012,2012,,2020/12/29,to-read,to-read (#374),to-read,,,,0,,,0,,,,,
17071437,Cuisine and Empire: Cooking in World History,Rachel Laudan,"Laudan, Rachel",,0520954912,9780520954915,0,3.95,University of California Press,ebook,482,2013,1996,,2020/12/29,to-read,to-read (#373),to-read,,,,0,,,0,,,,,
9862761,1493: Uncovering the New World Columbus Created,Charles C. Mann,"Mann, Charles C.",,0307265722,9780307265722,0,4.11,Alfred A. Knopf (NY),Hardcover,557,2011,2011,,2020/12/29,to-read,to-read (#372),to-read,,,,0,,,0,,,,,
369409,The Logic of Collective Action: Public Goods and the Theory of Groups,Mancur Olson,"Olson, Mancur",,0674537513,9780674537514,0,3.97,Harvard University Press,Paperback,186,1971,1965,,2020/12/27,to-read,to-read (#370),to-read,,,,0,,,0,,,,,
53231994,"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis",Ayana Elizabeth Johnson,"Johnson, Ayana Elizabeth","Katharine Keeble Wilkinson, Sherri Mitchell, Catherine Pierce, Kate Marvel, Adrienne Maree Brown, Jacqueline Patterson, Janine M. Benyus, Camille T Dungy, Mary Anne Hitt, Abigail Dillen, Leah C Stokes, Joy Harjo, Maggie Thomas, Marge Piercy, Varshini Prakash",0593237064,9780593237069,5,4.55,One World,Hardcover,448,2020,2020,2020/12/27,2020/08/31,,,read,,,,1,,,0,,,,,
38245185,Decolonizing Wealth: Indigenous Wisdom to Heal Divides and Restore Balance,Edgar Villanueva,"Villanueva, Edgar",,1523097892,9781523097890,0,4.36,Berrett-Koehler Publishers,Paperback,240,2018,2018,,2020/12/26,to-read,to-read (#368),to-read,,,,0,,,0,,,,,
395112,Terra Incognita: Travels in Antarctica,Sara Wheeler,"Wheeler, Sara",,0375753389,9780375753381,0,3.85,Modern Library,Paperback,384,1999,1996,,2019/05/23,"scribd, paused","scribd (#37), paused (#32)",paused,,,,0,,,0,,,,,
55540811,Into the Arctic Ice: The Largest Polar Expedition of All Time,Esther Horvath,"Horvath, Esther","Sebastian Grote, Katharina Weiss-Tuider",,9783791386706,0,4.62,Prestel,Hardcover,288,2020,2020,,2020/12/10,to-read,to-read (#366),to-read,,,,0,,,0,,,,,
21981636,Atlas of Cities,Paul Knox,"Knox, Paul",Richard Florida,0691157812,9780691157818,0,3.87,Princeton University Press,Hardcover,256,2014,2014,,2020/12/05,to-read,to-read (#365),to-read,,,,0,,,0,,,,,
50891495,Cuyahoga: A Novel,Pete Beatty,"Beatty, Pete",,1982155558,9781982155551,0,3.59,Scribner,Hardcover,265,2020,2020,,2020/12/02,to-read,to-read (#364),to-read,,,,0,,,0,,,,,
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,1524761338,9781524761332,0,3.43,Ballantine Books,Hardcover,370,2020,2020,,2020/11/29,to-read,to-read (#363),to-read,,,,0,,,0,,,,,
26240629,Draplin Design Co.: Pretty Much Everything,Aaron James Draplin,"Draplin, Aaron James",,1419720171,9781419720178,4,4.57,Harry N. Abrams,Hardcover,256,2016,2016,2020/11/27,2020/11/27,,,read,,,,1,,,0,,,,,
55361205,A Promised Land,Barack Obama,"Obama, Barack",,,,0,4.36,Crown,Kindle Edition,768,2020,2020,,2020/11/17,to-read,to-read (#362),to-read,,,,0,,,0,,,,,
40855636,How Long 'til Black Future Month?,N.K. Jemisin,"Jemisin, N.K.",,0316491349,9780316491341,0,4.29,Orbit,Hardcover,400,2018,2018,,2020/11/14,to-read,to-read (#361),to-read,,,,0,,,0,,,,,
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,"Buckingham, Marcus",Curt Coffman,0684852861,9780684852867,3,3.93,Gallup Press,Hardcover,272,1999,1998,2020/11/12,2019/02/28,scribd,scribd (#38),read,,,,1,,,0,,,,,
381355,The Bogleheads' Guide to Investing,Taylor Larimore,"Larimore, Taylor","Michael LeBoeuf, Mel Lindauer",0471730335,9780471730330,0,4.29,John Wiley & Sons,Hardcover,307,2006,2006,,2018/12/20,"scribd, paused","scribd (#39), paused (#31)",paused,,,,0,,,0,,,,,
34930832,Darwin Comes to Town: How the Urban Jungle Drives Evolution,Menno Schilthuizen,"Schilthuizen, Menno",,1250127823,9781250127822,2,4.08,Picador USA,Hardcover,304,2018,2018,2020/11/12,2019/11/17,scribd,scribd (#11),read,,,,1,,,0,,,,,
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,,,0,4.27,Knopf,Kindle Edition,352,2019,2019,,2020/11/10,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,0330426648,9780330426640,0,4.24,Small Beer Press,ebook,281,2010,2002,,2020/11/10,to-read,to-read (#359),to-read,,,,0,,,0,,,,,
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,0060502932,9780060502935,0,4.38,HarperTorch,Mass Market Paperback,394,2005,2004,,2020/11/10,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,,,0,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,,2020/11/10,"to-read, audible","to-read (#357), audible (#36)",to-read,,,,0,,,0,,,,,
7886338,The Lifecycle of Software Objects,Ted Chiang,"Chiang, Ted",,1596063173,9781596063174,0,3.92,Subterranean Press,Hardcover,150,2010,2010,,2020/11/10,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
50353732,"Our Time Is Now: Power, Purpose, and the Fight for a Fair America",Stacey Abrams,"Abrams, Stacey",,,,0,4.46,"Henry Holt & Company, Inc.",Hardcover,272,2020,2020,,2020/11/10,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
51764686,No One Is Too Small to Make a Difference,Greta Thunberg,"Thunberg, Greta",,014313356X,9780143133568,4,3.91,Penguin Books,Paperback,112,2019,2019,2020/11/08,2020/10/01,,,read,,,,2,,,0,,,,,
50159129,I Will Judge You by Your Bookshelf,Grant Snider,"Snider, Grant",,1419737112,9781419737114,0,3.74,Abrams ComicArts,Hardcover,128,2020,2020,,2020/10/29,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,,,0,4.20,Riverhead Books,Hardcover,343,2020,2020,,2020/10/29,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,1616960922,9781616960926,5,4.35,Tachyon Publications,Paperback,175,2012,2012,2020/10/29,2020/08/05,scribd,scribd (#7),read,,,,1,,,0,,,,,
52274929,Hiding in Plain Sight: The Invention of Donald Trump and the Erosion of America,Sarah Kendzior,"Kendzior, Sarah",,,,5,4.46,Flatiron Books,Kindle Edition,320,2020,2020,2020/10/25,2020/09/29,,,read,,,,1,,,0,,,,,
87040,Gathering Moss: A Natural and Cultural History of Mosses,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,0870714996,9780870714993,0,4.41,Oregon State University Press,Paperback,168,2003,2003,,2020/10/23,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
39655467,Total Transition: The Human Side of the Renewable Energy Revolution,Sandeep Pai,"Pai, Sandeep",Savannah Carr-Wilson,1771602481,9781771602488,0,3.89,Rocky Mountain Books Incorporated,Paperback,248,2018,,,2020/10/23,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
26783029,"Why Forests? Why Now?: The Science, Economics, and Politics of Tropical Forests and Climate Change",Frances Seymour,"Seymour, Frances",Jonah Busch,1933286857,9781933286853,0,4.50,Center for Global Development,Paperback,429,2016,2015,,2020/10/22,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,0804190119,9780804190114,4,4.19,Tim Duggan Books,Paperback,126,2017,2017,2020/10/22,2020/09/28,,,read,,,,1,,,0,,,,,
53251578,Business Thinking for Designers,Ryan Rumsey,"Rumsey, Ryan",,,,0,4.16,InVision,ebook,157,2020,,,2020/09/25,paused,paused (#30),paused,,,,0,,,0,,,,,
15803144,The Emerald Mile: The Epic Story of the Fastest Ride in History Through the Heart of the Grand Canyon,Kevin Fedarko,"Fedarko, Kevin",,1439159858,9781439159859,0,4.42,Scribner,Hardcover,432,2013,2013,,2020/10/16,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
214614,Desert Solitaire,Edward Abbey,"Abbey, Edward",,0345326490,9780345326492,2,4.20,Ballantine Books,Paperback,337,1985,1968,2018/04/02,2018/03/15,,,read,,,,1,,,0,,,,,
9341909,Fire Season: Field Notes from a Wilderness Lookout,Philip Connors,"Connors, Philip",,0061859362,9780061859366,0,3.95,Ecco,Hardcover,246,2011,2011,,2020/10/16,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
39904738,A Song for the River,Philip Connors,"Connors, Philip",,1941026915,9781941026915,0,3.83,Cinco Puntos Press,Paperback,246,2018,,,2020/10/16,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
40697000,A Terrible Thing to Waste: Environmental Racism and Its Assault on the American Mind,Harriet A. Washington,"Washington, Harriet A.",,0316509434,9780316509435,5,4.09,"Little, Brown Spark",Hardcover,368,2019,2019,2020/10/16,2020/08/21,,,read,,,,1,,,0,,,,,
53913,The Little Ice Age: How Climate Made History 1300-1850,Brian M. Fagan,"Fagan, Brian M.",,0465022723,9780465022724,0,3.86,Basic Books,Paperback,272,2001,2000,,2020/10/12,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
34523152,"The Water Will Come: Rising Seas, Sinking Cities, and the Remaking of the Civilized World",Jeff Goodell,"Goodell, Jeff",,031626024X,9780316260244,0,4.18,"Little, Brown and Company",Hardcover,352,2017,2017,,2020/10/12,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
55244019,Rewiring America,Saul Griffith,"Griffith, Saul",,,,0,4.48,,ebook,133,2020,,,2020/10/12,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
39928058,Farming While Black: Soul Fire Farm's Practical Guide to Liberation on the Land,Leah Penniman,"Penniman, Leah",,1603587616,9781603587617,0,4.66,Chelsea Green Publishing Company,Paperback,368,2018,,,2020/10/09,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
46064390,"The Scientist and the Spy: A True Story of China, the FBI, and Industrial Espionage",Mara Hvistendahl,"Hvistendahl, Mara",,073521428X,9780735214286,0,3.56,Riverhead Books,Hardcover,336,2020,2020,,2020/10/09,to-read,to-read (#334),to-read,,,,0,,,0,,,,,
41943000,"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd",Allan Dib,"Dib, Allan",,,,2,4.28,Successwise,Kindle Edition,224,2018,2016,2020/10/08,2020/10/05,audible,audible (#32),read,,,,1,,,0,,,,,
13538794,"Walkable City: How Downtown Can Save America, One Step at a Time",Jeff Speck,"Speck, Jeff",,0374285810,9780374285814,4,4.30,"Farrar, Straus and Giroux",Hardcover,312,2012,2012,2020/10/05,2019/10/26,audible,audible (#13),read,,,,1,,,0,,,,,
41183866,"As Long as Grass Grows: The Indigenous Fight for Environmental Justice, from Colonization to Standing Rock",Dina Gilio-Whitaker,"Gilio-Whitaker, Dina",,0807073784,9780807073780,0,4.41,Beacon Press,Hardcover,224,2019,2019,,2020/10/01,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
43871036,Frontlines: Stories of Global Environmental Justice,Nick Meynen,"Meynen, Nick",,1789041929,9781789041927,0,4.31,Zero Books,Paperback,312,2020,,,2020/10/01,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
40180098,The Overstory,Richard Powers,"Powers, Richard",,039335668X,9780393356687,0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2020/10/01,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
7799004,Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,Naomi Oreskes,"Oreskes, Naomi",Erik M. Conway,1596916109,9781596916104,0,4.18,Bloomsbury Press,Hardcover,357,2010,2010,,2020/10/01,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
26310514,"The Lean Farm: How to Minimize Waste, Increase Efficiency, and Maximize Value and Profits with Less Work",Ben Hartman,"Hartman, Ben",,,,5,4.27,Chelsea Green Publishing,Kindle Edition,256,2015,2015,2020/09/29,2020/05/01,"scribd, audible","scribd (#14), audible (#6)",read,,,,1,,,0,,,,,
34758210,Color of Money: Black Banks and the Racial Wealth Gap,Mehrsa Baradaran,"Baradaran, Mehrsa",,0674970950,9780674970953,0,4.54,Belknap,Hardcover,371,2017,2017,,2020/09/28,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
44153387,The Feather Thief,Kirk Wallace Johnson,"Johnson, Kirk Wallace",,1101981636,9781101981634,4,4.02,Penguin Books,Paperback,336,2019,2018,2020/09/27,2019/12/27,,,read,,,,1,,,0,,,,,
39644200,Mismatch: How Inclusion Shapes Design,Kat Holmes,"Holmes, Kat",John Maeda,0262038889,9780262038881,2,4.14,MIT Press,Hardcover,176,2018,2018,2020/09/24,2019/05/31,scribd,scribd (#35),read,,,,1,,,0,,,,,
18454317,"Growth Hacker Marketing: A Primer on the Future of PR, Marketing, and Advertising",Ryan Holiday,"Holiday, Ryan",,,,2,3.76,Portfolio,ebook,56,2013,2013,2020/09/23,2020/09/23,scribd,scribd (#58),read,,,,1,,,0,,,,,
22091581,Traction: A Startup Guide to Getting Customers,Gabriel Weinberg,"Weinberg, Gabriel",Justin Mares,0976339609,9780976339601,5,4.10,S-curve Publishing,Hardcover,288,2014,2014,2020/09/23,2020/09/22,,,read,,,,1,,,0,,,,,
49814228,"The Biggest Bluff: How I Learned to Pay Attention, Master Myself, and Win",Maria Konnikova,"Konnikova, Maria",,052552262X,9780525522621,5,4.09,Penguin Press,Hardcover,368,2020,2020,2020/09/22,2020/08/02,,,read,,,,1,,,0,,,,,
18656827,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,"Bilton, Nick",,1591846013,9781591846017,3,4.02,Portfolio Hardcover,Hardcover,299,2013,2013,2020/09/19,2017/06/12,audible,audible (#24),read,,,,1,,,0,,,,,
17899438,Young Money: Inside the Hidden World of Wall Street's Post-Crash Recruits,Kevin Roose,"Roose, Kevin",,0446583251,9780446583251,0,3.67,Grand Central Publishing,Hardcover,336,2014,2014,,2014/07/05,"to-read, audible","to-read (#10), audible (#29)",to-read,,,,0,,,0,,,,,
18736925,Capital in the Twenty-First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,067443000X,9780674430006,0,4.04,Belknap Press,Hardcover,685,2014,2013,,2014/11/09,"to-read, audible","to-read (#11), audible (#28)",to-read,,,,0,,,0,,,,,
55030,Cosmos,Carl Sagan,"Sagan, Carl",,0375508325,9780375508325,0,4.37,Random House,Mass Market Paperback,365,2002,1980,,2016/08/14,"to-read, scribd, audible","to-read (#47), scribd (#50), audible (#27)",to-read,,,,0,,,0,,,,,
15796712,Eighty Days: Nellie Bly and Elizabeth Bisland's History-Making Race Around the World,Matthew Goodman,"Goodman, Matthew",,0345527267,9780345527264,0,3.72,Ballantine Books,Hardcover,453,2013,2013,,2017/01/02,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,0143036556,9780143036555,0,3.92,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2017/03/04,"to-read, audible","to-read (#96), audible (#26)",to-read,,,,0,,,0,,,,,
586472,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,0553381350,9780553381351,0,4.21,Bantam,Paperback,352,2001,1979,,2017/03/04,"to-read, audible","to-read (#97), audible (#25)",to-read,,,,0,,,0,,,,,
16158561,The Faraway Nearby,Rebecca Solnit,"Solnit, Rebecca",,0670025968,9780670025961,0,4.21,Viking,Hardcover,259,2013,2013,,2017/09/24,"to-read, audible","to-read (#124), audible (#23)",to-read,,,,0,,,0,,,,,
78287,Wanderlust: A History of Walking,Rebecca Solnit,"Solnit, Rebecca",,1859843816,9781859843819,0,3.91,Verso,Paperback,328,2002,2001,,2017/09/24,"to-read, audible","to-read (#125), audible (#22)",to-read,,,,0,,,0,,,,,
6192934,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",,,,0,3.58,,Kindle Edition,320,,1726,,2017/12/11,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
116168,Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,Michael Moynihan,"Moynihan, Michael",Didrik Søderlind,0922915946,9780922915941,0,3.71,Feral House,Paperback,405,2003,1998,,2019/01/22,"to-read, audible","to-read (#167), audible (#21)",to-read,,,,0,,,0,,,,,
36696533,New Dark Age: Technology and the End of the Future,James Bridle,"Bridle, James",,,,0,4.11,Verso,Kindle Edition,304,2018,2018,,2019/05/31,"to-read, scribd, audible","to-read (#181), scribd (#34), audible (#20)",to-read,,,,0,,,0,,,,,
40696923,Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,"Christakis, Nicholas A.",,0316230030,9780316230032,0,3.95,"Little, Brown Spark",Hardcover,544,2019,2019,,2019/06/06,"to-read, audible","to-read (#186), audible (#19)",to-read,,,,0,,,0,,,,,
705170,The King of California: J.G. Boswell and the Making of a Secret American Empire,Mark Arax,"Arax, Mark",Rick Wartzman,1586482815,9781586482817,0,4.01,PublicAffairs,Paperback,592,2005,2003,,2019/07/12,"to-read, audible","to-read (#209), audible (#17)",to-read,,,,0,,,0,,,,,
12722,The Moon Is Down,John Steinbeck,"Steinbeck, John",,0141185538,9780141185538,0,3.90,Penguin Classics,Paperback,144,2000,1942,,2019/07/12,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
18920474,The Double Helix: A Personal Account of the Discovery of the Structure of DNA,James D. Watson,"Watson, James D.",,,,0,3.86,Scribner,Kindle Edition,256,2011,1968,,2019/08/14,"to-read, audible","to-read (#218), audible (#16)",to-read,,,,0,,,0,,,,,
2546421,Disrupting Class: How Disruptive Innovation Will Change the Way the World Learns,Clayton M. Christensen,"Christensen, Clayton M.",Curtis W. Johnson,0071592067,9780071592062,0,3.87,McGraw-Hill,Hardcover,238,2008,2008,,2019/08/15,"to-read, audible","to-read (#221), audible (#15)",to-read,,,,0,,,0,,,,,
1897,Eiger Dreams: Ventures Among Men and Mountains,Jon Krakauer,"Krakauer, Jon",,0385488181,9780385488181,0,4.02,Anchor,Paperback,186,1997,1990,,2019/08/16,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
34964830,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",Virginia Eubanks,"Eubanks, Virginia",,1250074312,9781250074317,0,4.01,St. Martin's Press,Hardcover,260,2018,2018,,2019/09/06,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
34762552,Algorithms of Oppression: How Search Engines Reinforce Racism,Safiya Umoja Noble,"Noble, Safiya Umoja",,1479837245,9781479837243,0,3.91,New York University Press,Paperback,256,2018,2018,,2019/09/06,"to-read, audible","to-read (#235), audible (#14)",to-read,,,,0,,,0,,,,,
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,0374260508,9780374260507,0,3.75,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2019/11/23,"to-read, audible","to-read (#257), audible (#11)",to-read,,,,0,,,0,,,,,
26634594,The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War,Robert J. Gordon,"Gordon, Robert J.",,0691147728,9780691147727,0,4.19,Princeton University Press,Hardcover,784,2016,2016,,2020/02/06,"to-read, audible","to-read (#267), audible (#10)",to-read,,,,0,,,0,,,,,
41556068,"Catfishing on CatNet (CatNet, #1)",Naomi Kritzer,"Kritzer, Naomi",,1250165075,9781250165077,0,4.07,Tor Teen,ebook,288,2019,2019,,2020/03/16,"to-read, audible","to-read (#271), audible (#9)",to-read,,,,0,,,0,,,,,
52799027,Veil,Eliot Peper,"Peper, Eliot",,,,0,3.99,,Kindle Edition,263,2020,,,2020/04/23,"to-read, audible","to-read (#272), audible (#8)",to-read,,,,0,,,0,,,,,
53132619,Randomize,Andy Weir,"Weir, Andy",Janina Gavankar,,,0,3.55,Brilliance Audio,Audible Audio,28,2019,2019,,2020/04/30,"to-read, audible","to-read (#273), audible (#7)",to-read,,,,0,,,0,,,,,
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,1473217857,9781473217850,0,4.50,Gollancz,Hardcover,513,2018,2018,,2020/08/05,"to-read, audible","to-read (#289), audible (#4)",to-read,,,,0,,,0,,,,,
51778153,Livewired: The Inside Story of the Ever-Changing Brain,David Eagleman,"Eagleman, David",,030790749X,9780307907493,0,4.16,Pantheon Books,Hardcover,352,2020,2020,,2020/08/12,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
790171,Kon-Tiki,Thor Heyerdahl,"Heyerdahl, Thor",,0671726528,9780671726522,0,4.14,Rand McNally,Paperback,240,1990,1948,,2020/08/16,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
40611328,Ishmael,Daniel Quinn,"Quinn, Daniel",,,,0,3.99,Bantam,Kindle Edition,338,2009,1992,,2020/08/16,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
2774428,Community: The Structure of Belonging,Peter Block,"Block, Peter",,1576754871,9781576754870,0,4.07,Berrett-Koehler Publishers,Hardcover,240,2008,,,2018/01/29,"to-read, scribd, audible","to-read (#140), scribd (#23), audible (#2)",to-read,,,,0,,,0,,,,,
39859747,One Size Fits None: A Farm Girl's Search for the Promise of Regenerative Agriculture,Stephanie  Anderson,"Anderson, Stephanie",,1496205057,9781496205056,0,4.04,University of Nebraska Press,Paperback,312,2019,,,2020/05/01,"to-read, audible","to-read (#275), audible (#1)",to-read,,,,0,,,0,,,,,
13542853,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,"Holiday, Ryan",,159184553X,9781591845539,4,3.86,Portfolio,Hardcover,259,2012,2012,2020/09/17,2020/08/22,,,read,,,,1,,,0,,,,,
43821569,On Fire: The Case for the Green New Deal,Naomi Klein,"Klein, Naomi",,1508296359,9781508296355,4,4.21,Simon  Schuster Audio,Audiobook,11,2019,2019,2020/09/14,2020/08/21,,,read,,,,1,,,0,,,,,
16902,Walden,Henry David Thoreau,"Thoreau, Henry David",,,,3,3.78,Princeton University Press,Paperback,352,2004,1854,2020/09/05,2020/08/22,scribd,scribd (#56),read,,,,1,,,0,,,,,
49646727,It's About Damn Time: How to Turn Being Underestimated Into Your Greatest Advantage,Arlan Hamilton,"Hamilton, Arlan",,0593136411,9780593136416,5,4.27,Currency,Hardcover,224,2020,2020,2020/09/04,2020/08/14,,,read,,,,1,,,0,,,,,
38355098,Dry,Neal Shusterman,"Shusterman, Neal",Jarrod Shusterman,1481481967,9781481481960,5,4.03,Simon & Schuster Books for Young Readers,Hardcover,390,2018,2018,2020/08/30,2020/08/21,,,read,,,,1,,,0,,,,,
27824826,"The Dry (Aaron Falk, #1)",Jane Harper,"Harper, Jane",,,,0,4.04,Macmillan Australia,Kindle Edition,336,2016,2016,,2020/08/29,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
35840657,Heart Berries,Terese Marie Mailhot,"Mailhot, Terese Marie",,1619023342,9781619023345,4,3.85,Counterpoint Press,Hardcover,143,2018,2018,2020/08/29,2020/08/16,,,read,,,,1,,,0,,,,,
10308285,Ideas in Food: Great Recipes and Why They Work,Aki Kamozawa,"Kamozawa, Aki",H. Alexander Talbot,,,0,3.99,,Kindle Edition,322,,2010,,2020/08/26,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
25898216,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,"Kendi, Ibram X.",,1568584636,9781568584638,0,4.54,Bold Type Books,Hardcover,592,2016,2016,,2020/08/25,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,0446675504,9780446675505,0,4.19,Grand Central Publishing,Paperback,345,2000,1993,,2020/08/25,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
39295744,W. E. B. Du Bois's Data Portraits: Visualizing Black America,Whitney Battle-Baptiste,"Battle-Baptiste, Whitney","Britt Rusert, Aldon D. Morris, Mabel O. Wilson, Silas Munro, W.E.B. Du Bois",1616897066,9781616897062,0,4.63,Princeton Architectural Press,Hardcover,144,2018,,,2020/08/25,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
3420140,Nature,Ralph Waldo Emerson,"Emerson, Ralph Waldo",,0807015563,9780807015568,0,3.81,Beacon Press (MA),Hardcover,160,1985,1836,,2020/08/22,"to-read, scribd","to-read (#316), scribd (#57)",to-read,,,,0,,,0,,,,,
29570143,New York 2140,Kim Stanley Robinson,"Robinson, Kim Stanley",,031626234X,9780316262347,0,3.57,Orbit,Hardcover,624,2017,2017,,2020/08/21,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
835623,How the Mind Works,Steven Pinker,"Pinker, Steven",,0393318486,9780393318487,0,3.99,W. W. Norton  Company,Paperback,660,1999,1997,,2015/05/31,"to-read, scribd","to-read (#27), scribd (#55)",to-read,,,,0,,,0,,,,,
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim,"Kim, W. Chan",Renée Mauborgne,1591396190,9781591396192,0,3.98,Harvard Business Review Press,Hardcover,240,2005,1994,,2016/08/09,"to-read, scribd","to-read (#32), scribd (#54)",to-read,,,,0,,,0,,,,,
7237456,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"Roach, Mary",,0393068471,9780393068474,0,3.94,W. W. Norton & Company,Hardcover,334,2010,2010,,2016/08/11,"to-read, scribd","to-read (#41), scribd (#53)",to-read,,,,0,,,0,,,,,
125313,The Geography of Nowhere: The Rise and Decline of America's Man-Made Landscape,James Howard Kunstler,"Kunstler, James Howard",,0671888250,9780671888251,0,4.07,Free Press,Paperback,304,1994,1993,,2016/08/14,"to-read, scribd","to-read (#42), scribd (#52)",to-read,,,,0,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,0,3.81,Back Bay Books,Paperback,277,2001,1951,,2016/08/14,"to-read, scribd","to-read (#46), scribd (#51)",to-read,,,,0,,,0,,,,,
29981,The Island of Dr. Moreau,H.G. Wells,"Wells, H.G.",Alan Lightman,0553214322,9780553214321,0,3.73,Bantam Classics,Paperback,153,1999,1896,,2016/08/14,"to-read, scribd","to-read (#66), scribd (#49)",to-read,,,,0,,,0,,,,,
